Time UTC, KBDI values
 anual mean RainFall, 12.170000
03/15/2010,0.0
03/17/2010,1.0484912907751969
03/18/2010,2.7475868644988157
03/19/2010,0.0
03/20/2010,0.48462098202331116
03/21/2010,0.8980777911768123
03/22/2010,2.199255973072194
03/23/2010,3.4983154456840824
03/24/2010,4.442911308382605
03/25/2010,4.9615133109715766
03/26/2010,0.0
03/27/2010,0.0
03/28/2010,0.2318687127972328
03/29/2010,1.1803383552120368
03/30/2010,2.682326032290736
03/31/2010,4.40074575800931
04/01/2010,0.0
04/02/2010,0.0
04/03/2010,0.10114662256110923
04/04/2010,0.514801739451042
04/05/2010,0.9991108668187031
04/06/2010,1.400854670245559
04/07/2010,1.400854670245559
04/08/2010,1.8023964737925815
04/09/2010,3.1021021529863706
04/10/2010,4.600476416824127
04/11/2010,6.314762046980421
04/12/2010,5.263563419598757
04/13/2010,0.0
04/14/2010,0.40224616406892777
04/15/2010,1.7042317089265997
04/16/2010,4.122998257868929
04/17/2010,6.337886969481403
04/18/2010,8.83035943793099
04/19/2010,11.37460606491768
04/20/2010,13.851260865532836
04/21/2010,0.0
04/22/2010,1.9643065330477425
04/23/2010,2.0918194029961317
04/24/2010,2.6119540183764856
04/25/2010,4.111249887544551
04/26/2010,5.826589923674408
04/27/2010,7.929940079727929
04/28/2010,9.874775571394064
04/29/2010,3.5776937629465557
04/30/2010,3.874508724404815
05/01/2010,4.066446641657788
05/02/2010,4.714786596232557
05/03/2010,5.126055841740703
05/04/2010,6.8392087163082325
05/05/2010,9.330106798591105
05/06/2010,12.121702747271838
05/07/2010,14.596011312780815
05/08/2010,15.87488514057566
05/09/2010,18.337406947424004
05/10/2010,20.51273762019401
05/11/2010,21.978375383946112
05/12/2010,21.065619565003157
05/13/2010,19.57338567672663
05/14/2010,20.663990704040316
05/15/2010,22.129344072854533
05/16/2010,24.039314586984315
05/17/2010,27.10943841756323
05/18/2010,29.838261380267713
05/19/2010,31.498153248777154
05/20/2010,33.38511974656801
05/21/2010,36.77459465576122
05/22/2010,40.536267879700496
05/23/2010,43.217685113348615
05/24/2010,44.27524847939701
05/25/2010,45.02502682418679
05/26/2010,47.12608709100781
05/27/2010,49.54718215742638
05/28/2010,52.51638294697057
05/29/2010,54.62227924660645
05/30/2010,56.315898831873525
05/31/2010,59.033726215582796
06/01/2010,62.68569190280956
06/02/2010,65.94561864289372
06/03/2010,70.05558779986865
06/04/2010,74.49848648573132
06/05/2010,80.4850675448513
06/06/2010,87.71257310716838
06/07/2010,95.90432949140609
06/08/2010,102.97694903752155
06/09/2010,109.32621030626727
06/10/2010,114.80264407318691
06/11/2010,119.10463245246022
06/12/2010,106.83752611626367
06/13/2010,97.96620302525308
06/14/2010,99.28620823115614
06/15/2010,101.76019870316762
06/16/2010,106.01012327790107
06/17/2010,109.8148053730231
06/18/2010,113.59862894220623
06/19/2010,117.90817668967784
06/20/2010,122.05981456068908
06/21/2010,126.18618296441896
06/22/2010,130.28743570666572
06/23/2010,134.4922033464156
06/24/2010,140.67463249653738
06/25/2010,147.29753571377543
06/26/2010,153.24307577989657
06/27/2010,158.57988442917946
06/28/2010,165.02292993659032
06/29/2010,172.04982949864257
06/30/2010,178.35756981845785
07/01/2010,184.60194907905014
07/02/2010,190.7836037403278
07/03/2010,196.9031638689788
07/04/2010,201.8797049633016
07/05/2010,205.91472390399903
07/06/2010,210.81690480249338
07/07/2010,216.18383980036998
07/08/2010,221.50188678447597
07/09/2010,227.31288269638605
07/10/2010,232.63302702184774
07/11/2010,237.3614951127382
07/12/2010,242.48663245568957
07/13/2010,248.65628900382944
07/14/2010,254.35832286775357
07/15/2010,261.00487957400924
07/16/2010,268.2950628864423
07/17/2010,276.8954746432466
07/18/2010,283.9039670293903
07/19/2010,291.50390416508833
07/20/2010,298.3166745451807
07/21/2010,305.03816823577233
07/22/2010,310.51560552104206
07/23/2010,315.43246134179964
07/24/2010,321.33506328494605
07/25/2010,327.1657646014105
07/26/2010,332.6036576769755
07/27/2010,334.77604469379565
07/28/2010,328.6532471616029
07/29/2010,305.54263331760376
07/30/2010,309.0169711960375
07/31/2010,313.9488807529043
08/01/2010,317.36415156944776
08/02/2010,321.63255942851134
08/03/2010,326.07649355509795
08/04/2010,330.2678498873772
08/05/2010,334.9862950156161
08/06/2010,339.22215708992826
08/07/2010,343.8506564752869
08/08/2010,326.61463900214255
08/09/2010,274.9477912067227
08/10/2010,277.82630111703367
08/11/2010,281.49538966418896
08/12/2010,285.1386971143728
08/13/2010,288.982652559572
08/14/2010,293.6375669806667
08/15/2010,298.2500792634069
08/16/2010,303.2901419215116
08/17/2010,308.2795773038603
08/18/2010,313.21889395989484
08/19/2010,297.65303773558475
08/20/2010,300.7106358501652
08/21/2010,305.2587187540459
08/22/2010,310.22837984212333
08/23/2010,314.6897645468404
08/24/2010,318.3130916676116
08/25/2010,322.28780111774154
08/26/2010,327.5743473559821
08/27/2010,332.3198486350383
08/28/2010,335.81154951520773
08/29/2010,338.63689103735925
08/30/2010,340.9107897327458
08/31/2010,342.58855213921646
09/01/2010,344.8673150297713
09/02/2010,347.9377157829721
09/03/2010,351.705228147668
09/04/2010,356.20833546479423
09/05/2010,360.66620920619584
09/06/2010,364.29143575859484
09/07/2010,367.2307981643301
09/08/2010,369.36376741206703
09/09/2010,371.72465770541953
09/10/2010,373.83547827861094
09/11/2010,375.1738353955516
09/12/2010,377.5028729740884
09/13/2010,380.35310882812377
09/14/2010,382.90734253435113
09/15/2010,385.5260446498466
09/16/2010,388.0487926300649
