Time UTC, KBDI values
 anual mean RainFall, 15.660000
04/07/2010,0.0
04/09/2010,1.4857353800470783
04/10/2010,2.7584615785918487
04/11/2010,4.029159219791769
04/12/2010,6.586857683470571
04/13/2010,0.0
04/14/2010,0.45878455882503755
04/15/2010,1.9436678983085338
04/16/2010,4.178627632809032
04/17/2010,7.38334575866752
04/18/2010,9.8992032037091
04/19/2010,13.080884963796365
04/20/2010,17.504478590959252
04/21/2010,21.903205392289124
04/22/2010,4.41449525170783
04/23/2010,0.0
04/24/2010,0.9052658026138186
04/25/2010,2.4336546473471805
04/26/2010,3.914870318878784
04/27/2010,5.437502842399069
04/28/2010,9.02309689480804
04/29/2010,0.0
04/30/2010,0.0
05/01/2010,0.0
05/02/2010,0.0
05/03/2010,0.5947982854586474
05/04/2010,2.5598849542584725
05/05/2010,4.520141074535956
05/06/2010,5.997481787686482
05/07/2010,6.895960946345061
05/08/2010,7.6795208876724175
05/09/2010,9.627191990614158
05/10/2010,12.135927206747269
05/11/2010,0.0
05/12/2010,0.0
05/13/2010,0.9052658026138186
05/14/2010,2.178917192944623
05/15/2010,3.660605955037013
05/16/2010,5.8907573981061105
05/17/2010,9.638295591181777
05/18/2010,15.125098901081287
05/19/2010,11.537201167095684
05/20/2010,13.580526636183455
05/21/2010,15.513691969455397
05/22/2010,0.0
05/23/2010,1.2750942643716103
05/24/2010,0.0
05/25/2010,0.9052658026138186
05/26/2010,3.4416854268624593
05/27/2010,6.294865468665764
05/28/2010,10.040496606203844
05/29/2010,13.333218736101177
05/30/2010,14.79419207264059
05/31/2010,16.724373990537636
06/01/2010,20.420786482297636
06/02/2010,23.560098547606128
06/03/2010,27.475532529038144
06/04/2010,31.37122174563482
06/05/2010,36.70715199261531
06/06/2010,41.04425945617919
06/07/2010,48.9293991048399
06/08/2010,55.99807694060213
06/09/2010,60.00369081114484
06/10/2010,65.03524416647434
06/11/2010,59.16678112875151
06/12/2010,29.547305500588937
06/13/2010,26.58943622498131
06/14/2010,28.02579052235969
06/15/2010,31.509451208609164
06/16/2010,38.053454451310884
06/17/2010,43.91616461724706
06/18/2010,46.316062646318905
06/19/2010,51.02877985345283
06/20/2010,58.964530470623814
06/21/2010,66.0084159803337
06/22/2010,72.91635517461465
06/23/2010,77.46274316853348
06/24/2010,84.96951446904964
06/25/2010,95.89592637355761
06/26/2010,105.67827007181525
06/27/2010,113.6330150627299
06/28/2010,119.47770343551059
06/29/2010,128.0671452828996
06/30/2010,139.35268249815303
07/01/2010,149.44806285004572
07/02/2010,160.3744940337867
07/03/2010,170.14863917058682
07/04/2010,178.09852070078057
07/05/2010,181.2346477604488
07/06/2010,187.05813882200863
07/07/2010,192.27758300833554
07/08/2010,196.95363333362266
07/09/2010,203.86264951121632
07/10/2010,210.1790435458688
07/11/2010,217.62366781668288
07/12/2010,224.2958703584954
07/13/2010,233.09323016745287
07/14/2010,240.9694477254743
07/15/2010,247.37418099795016
07/16/2010,253.89279732402485
07/17/2010,264.9530310890053
07/18/2010,274.11024047951406
07/19/2010,283.1107262762189
07/20/2010,291.79220850144964
07/21/2010,298.20672466573103
07/22/2010,305.5887793294103
07/23/2010,312.0740327248638
07/24/2010,318.2325549994439
07/25/2010,324.5519584188709
07/26/2010,332.31472427274747
07/27/2010,339.19500434130083
07/28/2010,344.63052846006525
07/29/2010,350.32296570730233
07/30/2010,354.85887043076593
07/31/2010,361.0433588988544
08/01/2010,367.5010020735962
08/02/2010,372.60263672755644
08/03/2010,378.5406053601286
08/04/2010,384.9809446743892
08/05/2010,391.3228688838726
08/06/2010,396.48112522580436
08/07/2010,402.64731467680724
08/08/2010,407.1997276965295
08/09/2010,410.89655536546456
08/10/2010,414.5585904546143
08/11/2010,418.9745376873034
08/12/2010,423.9724960060205
08/13/2010,427.95670850527995
08/14/2010,431.458182488416
08/15/2010,434.9267024569659
08/16/2010,440.50540337253625
08/17/2010,445.49997709196356
08/18/2010,450.9171073386194
08/19/2010,364.2514581827
08/20/2010,368.35249216783876
08/21/2010,373.8006768721637
08/22/2010,380.95896402616825
08/23/2010,387.36234829661925
08/24/2010,389.443198959337
08/25/2010,392.38317429232256
08/26/2010,397.5280476316807
08/27/2010,404.287818588945
08/28/2010,410.3347136196065
08/29/2010,414.383125187247
08/30/2010,407.01234653186634
08/31/2010,408.7857680034136
09/01/2010,410.55118661866754
09/02/2010,412.74043740195873
09/03/2010,415.1619362741398
09/04/2010,419.16019560929453
09/05/2010,424.4513251454995
09/06/2010,429.1914394956265
09/07/2010,437.43153867896694
09/08/2010,441.19842889007185
09/09/2010,444.5752788295031
09/10/2010,447.31005351705124
09/11/2010,448.098587562117
09/12/2010,450.0767690749377
09/13/2010,453.37006078907257
09/14/2010,456.6649389783583
09/15/2010,460.23200456310144
09/16/2010,462.59072228887425
09/17/2010,466.0962221900933
09/18/2010,469.9217101296045
09/19/2010,473.7033699996301
09/20/2010,478.23671372225186
09/21/2010,481.9231097825378
09/22/2010,484.631661246554
09/23/2010,486.60363082553573
09/24/2010,489.2723257878278
09/25/2010,491.4294414752838
09/26/2010,493.5715821589817
09/27/2010,496.18094223915614
09/28/2010,498.5186430778114
09/29/2010,501.65087131432995
09/30/2010,504.45877495314346
10/01/2010,507.2402520933123
10/02/2010,510.2818675294072
10/03/2010,513.0085408130805
10/04/2010,515.4523874452876
10/05/2010,516.8873051890151
10/06/2010,517.7970331180637
10/07/2010,518.8078516082037
10/08/2010,519.4990742084454
10/09/2010,520.020011895426
10/10/2010,520.6204406684923
10/11/2010,521.4028441663808
